Linux 3.13.0-161-generic (cp-1.shuffle-measure.wisr-pg0.apt.emulab.net) 	04/28/2020 	_x86_64_	(32 CPU)

08:48:41 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
08:48:42 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
08:48:43 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
08:48:44 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
08:48:45 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
08:48:46 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
08:48:47 PM     all      0.00      0.00      0.00      0.28      0.00     99.72
08:48:48 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
08:48:49 PM     all      1.00      0.00      0.50      0.00      0.00     98.50
08:48:50 PM     all      3.22      0.00      0.38      0.00      0.00     96.40
08:48:51 PM     all      1.97      0.00      0.31      0.00      0.00     97.72
08:48:52 PM     all      0.00      0.00      0.06      0.00      0.00     99.94
08:48:53 PM     all      0.00      0.00      0.00      0.38      0.00     99.62
08:48:54 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
08:48:55 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
