Linux 3.13.0-161-generic (cp-1.shuffle-measure.wisr-pg0.apt.emulab.net) 	04/28/2020 	_x86_64_	(32 CPU)

04:45:12 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
04:45:13 PM     all      0.00      0.00      0.00      0.03      0.00     99.97
04:45:14 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
04:45:15 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
04:45:16 PM     all      0.03      0.00      0.03      0.00      0.00     99.94
04:45:17 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
04:45:18 PM     all      0.00      0.00      0.00      0.13      0.00     99.87
04:45:19 PM     all      0.03      0.00      0.00      0.00      0.00     99.97
04:45:20 PM     all      2.25      0.00      0.25      0.00      0.00     97.50
04:45:21 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
04:45:22 PM     all      0.03      0.00      0.00      0.00      0.00     99.97
