Linux 3.13.0-161-generic (cp-1.shuffle-measure.wisr-pg0.apt.emulab.net) 	04/28/2020 	_x86_64_	(32 CPU)

04:46:37 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
04:46:38 PM     all      0.00      0.00      0.03      0.12      0.00     99.84
04:46:39 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
04:46:40 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
04:46:41 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
04:46:42 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
04:46:43 PM     all      0.03      0.00      0.00      0.00      0.00     99.97
04:46:44 PM     all      0.00      0.00      0.03      0.25      0.00     99.72
04:46:45 PM     all      2.00      0.00      0.38      0.00      0.00     97.62
04:46:46 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
04:46:47 PM     all      0.03      0.00      0.00      0.00      0.00     99.97
04:46:48 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
