Linux 3.13.0-161-generic (cp-4.shuffle-measure.wisr-pg0.apt.emulab.net) 	04/28/2020 	_x86_64_	(32 CPU)

04:24:47 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
04:24:48 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
04:24:49 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
04:24:50 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
04:24:51 PM     all      0.03      0.00      0.03      0.00      0.00     99.94
04:24:52 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
04:24:53 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
04:24:54 PM     all      0.03      0.00      0.03      0.00      0.00     99.94
04:24:55 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
04:24:56 PM     all      0.00      0.00      0.06      0.00      0.00     99.94
04:24:57 PM     all      0.00      0.00      0.03      0.22      0.00     99.75
04:24:58 PM     all      0.00      0.00      0.03    134259683.99      0.00    100.13
04:24:59 PM     all      0.03      0.00      0.03      0.00      0.00     99.94
04:25:00 PM     all      0.00      0.00      0.06      0.00      0.00     99.94
04:25:01 PM     all      0.03      0.00      0.03      0.00      0.00     99.94
04:25:02 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
04:25:03 PM     all      0.00      0.00      0.03      0.28      0.00     99.69
04:25:04 PM     all      0.03      0.00      0.03      0.00      0.00     99.94
04:25:05 PM     all      0.03      0.00      0.03      0.00      0.00     99.94
04:25:06 PM     all      0.00      0.00      0.06      0.00      0.00     99.94
04:25:07 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
04:25:08 PM     all      0.06      0.00      0.00      0.31      0.00     99.62
04:25:09 PM     all      2.75      0.00      0.06      0.00      0.00     97.19
04:25:10 PM     all      0.00      0.00      0.06      0.00      0.00     99.94
04:25:11 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
04:25:12 PM     all      0.03      0.00      0.03      0.00      0.00     99.94
04:25:13 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
04:25:14 PM     all      0.03      0.00      0.00      0.00      0.00     99.97
04:25:15 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
04:25:16 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
04:25:17 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
04:25:18 PM     all      0.00      0.00      0.00      0.12      0.00     99.88
04:25:19 PM     all      0.03      0.00      0.03      0.16      0.00     99.78
04:25:20 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
04:25:21 PM     all      0.03      0.00      0.00      0.00      0.00     99.97
04:25:22 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
04:25:23 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
04:25:24 PM     all      0.06      0.00      0.03      0.25      0.00     99.66
04:25:25 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
04:25:26 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
04:25:27 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
04:25:28 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
04:25:29 PM     all      0.00      0.00      0.00      0.41      0.00     99.59
04:25:30 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
