Linux 3.13.0-161-generic (cp-2.shuffle-measure.wisr-pg0.apt.emulab.net) 	04/28/2020 	_x86_64_	(32 CPU)

04:24:55 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
04:24:56 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
04:24:57 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
04:24:58 PM     all      0.03      0.00      0.00      0.31      0.00     99.66
04:24:59 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
04:25:00 PM     all      0.03      0.00      0.00      0.00      0.00     99.97
04:25:01 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
04:25:02 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
04:25:03 PM     all      0.00      0.00      0.00      0.28      0.00     99.72
04:25:04 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
04:25:05 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
04:25:06 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
04:25:07 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
04:25:08 PM     all      0.00      0.00      0.03      0.03      0.00     99.94
04:25:09 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
04:25:10 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
04:25:11 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
04:25:12 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
04:25:13 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
04:25:14 PM     all      0.00      0.00      0.03      0.22      0.00     99.75
04:25:15 PM     all      1.78      0.00      0.06      0.00      0.00     98.16
04:25:16 PM     all      1.09      0.00      0.00      0.00      0.00     98.91
04:25:17 PM     all      0.00      0.00      0.06      0.00      0.00     99.94
04:25:18 PM     all      0.03      0.00      0.00      0.00      0.00     99.97
04:25:19 PM     all      0.03      0.00      0.03      0.03      0.00     99.91
04:25:20 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
04:25:21 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
04:25:22 PM     all      0.03      0.00      0.00      0.00      0.00     99.97
04:25:23 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
04:25:24 PM     all      0.00      0.00      0.03      0.28      0.00     99.69
04:25:25 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
04:25:26 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
04:25:27 PM     all      0.03      0.00      0.00      0.00      0.00     99.97
04:25:28 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
04:25:29 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
04:25:30 PM     all      0.00      0.00      0.00      0.22      0.00     99.78
04:25:31 PM     all      0.00      0.00      0.06      0.00      0.00     99.94
04:25:32 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
04:25:33 PM     all      0.03      0.00      0.00      0.00      0.00     99.97
04:25:34 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
04:25:35 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
04:25:36 PM     all      0.00      0.00      0.06      0.25      0.00     99.69
04:25:37 PM     all      0.03      0.00      0.03      0.00      0.00     99.94
04:25:38 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
04:25:39 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
04:25:40 PM     all      0.00      0.00      0.16      0.00      0.00     99.84
04:25:41 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
04:25:42 PM     all      0.06      0.00      0.00      0.28      0.00     99.66
04:25:43 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
04:25:44 PM     all      0.00      0.00      0.06      0.00      0.00     99.94
04:25:45 PM     all      0.03      0.00      0.00      0.00      0.00     99.97
04:25:46 PM     all      0.03      0.00      0.03      0.00      0.00     99.94
04:25:47 PM     all      0.00      0.00      0.03      0.34      0.00     99.62
04:25:48 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
04:25:49 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
