Linux 3.13.0-161-generic (cp-1.shuffle-measure.wisr-pg0.apt.emulab.net) 	04/28/2020 	_x86_64_	(32 CPU)

09:58:52 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
09:58:53 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
09:58:54 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
09:58:55 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
09:58:56 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
09:58:57 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
09:58:58 PM     all      0.00      0.00      0.03      0.31      0.00     99.66
09:58:59 PM     all      2.53      0.00      1.31      0.00      0.00     96.15
09:59:00 PM     all      3.13      0.00      0.09      0.00      0.00     96.78
09:59:01 PM     all      0.87      0.00      0.44      0.00      0.00     98.69
09:59:02 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
09:59:03 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
09:59:04 PM     all      0.00      0.00      0.00      0.41      0.00     99.59
