Linux 3.13.0-161-generic (cp-1.shuffle-measure.wisr-pg0.apt.emulab.net) 	04/28/2020 	_x86_64_	(32 CPU)

09:13:45 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
09:13:46 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
09:13:47 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
09:13:48 PM     all      0.00      0.00      0.06      0.00      0.00     99.94
09:13:49 PM     all      0.00      0.00      0.03      0.31      0.00     99.66
09:13:50 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
09:13:51 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
09:13:52 PM     all      2.60      0.00      0.13      0.00      0.00     97.28
09:13:53 PM     all      3.12      0.00      0.03      0.00      0.00     96.84
09:13:54 PM     all      3.12      0.00      0.03      0.00      0.00     96.84
09:13:55 PM     all      3.12      0.00      0.06      0.37      0.00     96.44
09:13:56 PM     all      3.10      0.00      0.00      0.00      0.00     96.90
09:13:57 PM     all      3.13      0.00      0.00      0.00      0.00     96.87
09:13:58 PM     all      3.12      0.00      0.00      0.00      0.00     96.88
09:13:59 PM     all      2.50      0.00      0.25      0.00      0.00     97.25
09:14:00 PM     all      0.03      0.00      0.00      0.34      0.00     99.62
09:14:01 PM     all      0.00      0.00      0.06      0.00      0.00     99.94
09:14:02 PM     all      0.03      0.00      0.03      0.00      0.00     99.94
09:14:03 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
09:14:04 PM     all      0.03      0.00      0.00      0.00      0.00     99.97
09:14:05 PM     all      0.00      0.00      0.00      0.28      0.00     99.72
09:14:06 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
