Linux 3.13.0-161-generic (cp-3.shuffle-measure.wisr-pg0.apt.emulab.net) 	04/28/2020 	_x86_64_	(32 CPU)

08:59:09 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
08:59:10 PM     all      3.16      0.00      0.00      0.00      0.00     96.84
08:59:11 PM     all      3.12      0.00      0.06      0.00      0.00     96.81
08:59:12 PM     all      3.13      0.00      0.00      0.00      0.00     96.87
08:59:13 PM     all      3.12      0.00      0.03      0.31      0.00     96.53
08:59:14 PM     all      3.09      0.00      0.03      0.00      0.00     96.87
08:59:15 PM     all      2.84      0.00      0.00      0.00      0.00     97.16
08:59:16 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
08:59:17 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
08:59:18 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
08:59:19 PM     all      0.00      0.00      0.06      0.06      0.00     99.88
08:59:20 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
08:59:21 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
08:59:22 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
08:59:23 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
08:59:24 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
08:59:25 PM     all      0.00      0.00      0.00      0.28      0.00     99.72
08:59:26 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
08:59:27 PM     all      0.00      0.00      0.06      0.00      0.00     99.94
08:59:29 PM     all      0.03      0.00      0.00      0.00      0.00     99.97
08:59:30 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
08:59:31 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
08:59:31 PM     all      0.28      0.00      0.00      0.25      0.00     99.47
08:59:33 PM     all      0.03      0.00      0.00      0.00      0.00     99.97
08:59:34 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
08:59:35 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
08:59:36 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
08:59:37 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
08:59:38 PM     all      0.00      0.00      0.00      0.34      0.00     99.66
08:59:39 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
