Linux 3.13.0-161-generic (cp-4.shuffle-measure.wisr-pg0.apt.emulab.net) 	04/28/2020 	_x86_64_	(32 CPU)

09:01:33 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
09:01:34 PM     all      3.12      0.00      0.03      0.00      0.00     96.84
09:01:35 PM     all      3.15      0.00      0.09      0.00      0.00     96.75
09:01:36 PM     all      3.12      0.00      0.03      0.00      0.00     96.84
09:01:37 PM     all      3.13      0.00      0.00      0.00      0.00     96.87
09:01:38 PM     all      3.12      0.00      0.06      0.00      0.00     96.81
09:01:39 PM     all      3.13      0.00      0.00      0.09      0.00     96.78
09:01:40 PM     all      3.09      0.00      0.03      0.00      0.00     96.87
09:01:41 PM     all      3.12      0.00      0.03      0.00      0.00     96.84
09:01:42 PM     all      3.12      0.00      0.03      0.00      0.00     96.84
09:01:43 PM     all      3.12      0.00      0.03      0.00      0.00     96.84
09:01:44 PM     all      3.12      0.00      0.03      0.00      0.00     96.84
09:01:45 PM     all      0.03      0.00      0.03      0.03      0.00     99.91
09:01:46 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
09:01:47 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
09:01:48 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
09:01:49 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
09:01:50 PM     all      0.00      0.00      0.03      0.09      0.00     99.88
09:01:51 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
09:01:52 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
09:01:53 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
09:01:54 PM     all      0.00      0.00      0.06      0.00      0.00     99.94
09:01:55 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
09:01:56 PM     all      0.00      0.00      0.00      0.09      0.00     99.91
09:01:57 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
09:01:58 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
09:01:59 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
09:02:00 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
09:02:01 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
09:02:02 PM     all      0.00      0.00      0.00      0.03      0.00     99.97
09:02:03 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
09:02:04 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
09:02:05 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
09:02:06 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
09:02:07 PM     all      1.41      0.00      0.28      0.00      0.00     98.31
09:02:08 PM     all      0.16      0.00      0.06      0.16      0.00     99.62
09:02:09 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
09:02:10 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
09:02:11 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
09:02:12 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
09:02:13 PM     all      0.00      0.00      0.00      0.09      0.00     99.91
09:02:14 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
09:02:15 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
