Linux 3.13.0-161-generic (cp-4.shuffle-measure.wisr-pg0.apt.emulab.net) 	04/28/2020 	_x86_64_	(32 CPU)

09:00:17 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
09:00:18 PM     all      3.12      0.00      0.00      0.00      0.00     96.88
09:00:19 PM     all      3.12      0.00      0.03      0.00      0.00     96.84
09:00:20 PM     all      3.12      0.00      0.03      0.09      0.00     96.75
09:00:21 PM     all      3.13      0.00      0.00      0.00      0.00     96.87
09:00:22 PM     all      3.12      0.00      0.03      0.00      0.00     96.84
09:00:23 PM     all      3.12      0.00      0.00      0.00      0.00     96.88
09:00:24 PM     all      3.12      0.00      0.03      0.00      0.00     96.84
09:00:25 PM     all      2.06      0.00      0.00      0.00      0.00     97.94
09:00:26 PM     all      0.03      0.00      0.03      0.09      0.00     99.84
09:00:27 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
09:00:28 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
09:00:29 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
09:00:30 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
09:00:31 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
09:00:32 PM     all      0.00      0.00      0.03      0.03      0.00     99.94
09:00:33 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
09:00:34 PM     all      1.28      0.00      0.34      0.00      0.00     98.37
09:00:35 PM     all      0.00      0.00      0.19      0.00      0.00     99.81
09:00:36 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
09:00:37 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
09:00:38 PM     all      0.03      0.00      0.00      0.16      0.00     99.81
09:00:39 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
09:00:40 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
09:00:41 PM     all      0.00      0.00      0.06      0.00      0.00     99.94
09:00:42 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
09:00:43 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
09:00:44 PM     all      0.00      0.00      0.06      0.06      0.00     99.88
