Linux 3.13.0-161-generic (cp-3.shuffle-measure.wisr-pg0.apt.emulab.net) 	04/28/2020 	_x86_64_	(32 CPU)

07:55:38 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
07:55:39 PM     all      3.12      0.00      0.06      0.00      0.00     96.81
07:55:40 PM     all      3.12      0.00      0.00      0.00      0.00     96.88
07:55:41 PM     all      3.12      0.00      0.00      0.00      0.00     96.88
07:55:42 PM     all      3.09      0.00      0.06      0.00      0.00     96.84
07:55:43 PM     all      3.12      0.00      0.03      0.00      0.00     96.84
07:55:44 PM     all      3.13      0.00      0.00      0.28      0.00     96.59
07:55:45 PM     all      3.12      0.00      0.03      0.00      0.00     96.84
07:55:46 PM     all      3.13      0.00      0.00      0.00      0.00     96.87
07:55:47 PM     all      3.12      0.00      0.03      0.00      0.00     96.84
07:55:48 PM     all      0.56      0.00      0.03      0.00      0.00     99.41
07:55:49 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:55:50 PM     all      0.00      0.00      0.03      0.91      0.00     99.06
07:55:51 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
07:55:52 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:55:53 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
07:55:54 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
07:55:55 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
07:55:56 PM     all      0.00      0.00      0.03      0.25      0.00     99.72
07:55:57 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:55:58 PM     all      0.03      0.00      0.03      0.00      0.00     99.94
07:55:59 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
07:56:00 PM     all      0.03      0.00      0.06      0.00      0.00     99.91
07:56:01 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:56:02 PM     all      0.00      0.00      0.06      0.25      0.00     99.69
07:56:03 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
07:56:04 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
07:56:05 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
07:56:06 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:56:07 PM     all      0.50      0.00      0.03      0.00      0.00     99.47
07:56:08 PM     all      0.00      0.00      0.00      0.06      0.00     99.94
07:56:09 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:56:10 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:56:11 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:56:12 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:56:13 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:56:14 PM     all      0.00      0.00      0.03      0.25      0.00     99.72
07:56:15 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
07:56:16 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:56:17 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:56:18 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:56:19 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:56:20 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:56:21 PM     all      0.00      0.00      0.06      0.25      0.00     99.69
07:56:22 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:56:23 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:56:24 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
07:56:25 PM     all      0.00      0.00      0.06      0.00      0.00     99.94
