Linux 3.13.0-161-generic (cp-1.shuffle-measure.wisr-pg0.apt.emulab.net) 	04/28/2020 	_x86_64_	(32 CPU)

07:54:58 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
07:54:59 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:55:00 PM     all      0.03      0.00      0.00      0.06      0.00     99.91
07:55:01 PM     all      0.03      0.00      0.00      0.00      0.00     99.97
07:55:02 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
07:55:03 PM     all      0.03      0.00      0.00      0.00      0.00     99.97
07:55:04 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:55:05 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:55:06 PM     all      0.03      0.00      0.00      0.28      0.00     99.69
07:55:07 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:55:08 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:55:09 PM     all      0.03      0.00      0.03      0.00      0.00     99.94
07:55:10 PM     all      2.03      0.00      0.28      0.00      0.00     97.68
07:55:11 PM     all      3.12      0.00      0.06      0.44      0.00     96.38
07:55:12 PM     all      3.13      0.00      0.03      0.00      0.00     96.84
07:55:13 PM     all      3.12      0.00      0.06      0.00      0.00     96.81
07:55:14 PM     all      3.13      0.00      0.00      0.00      0.00     96.87
07:55:15 PM     all      3.12      0.00      0.06      0.00      0.00     96.81
07:55:16 PM     all      3.12      0.00      0.03      0.44      0.00     96.41
07:55:17 PM     all      3.12      0.00      0.03      0.00      0.00     96.84
07:55:18 PM     all      3.12      0.00      0.03      0.00      0.00     96.84
07:55:19 PM     all      3.16      0.00      0.00      0.00      0.00     96.84
07:55:20 PM     all      3.13      0.00      0.03      0.00      0.00     96.84
07:55:21 PM     all      3.12      0.00      0.03      0.31      0.00     96.53
07:55:22 PM     all      0.66      0.00      0.06      0.00      0.00     99.28
07:55:23 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
07:55:24 PM     all      0.03      0.00      0.03      0.00      0.00     99.94
07:55:25 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
