Linux 3.13.0-161-generic (cp-1.shuffle-measure.wisr-pg0.apt.emulab.net) 	04/28/2020 	_x86_64_	(32 CPU)

07:07:47 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
07:07:48 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:07:49 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
07:07:50 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
07:07:51 PM     all      0.00      0.00      0.03      0.31      0.00     99.66
07:07:52 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:07:53 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
07:07:54 PM     all      0.03      0.00      0.03      0.00      0.00     99.94
07:07:55 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:07:56 PM     all      0.22      0.00      0.16      0.22      0.00     99.41
07:07:57 PM     all      3.35      0.00      0.75      0.00      0.00     95.89
07:07:58 PM     all      2.16      0.00      0.25      0.00      0.00     97.59
07:07:59 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
07:08:00 PM     all      0.00      0.00      0.13      0.00      0.00     99.87
