Linux 3.13.0-161-generic (cp-1.shuffle-measure.wisr-pg0.apt.emulab.net) 	04/28/2020 	_x86_64_	(32 CPU)

10:20:59 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
10:21:00 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
10:21:01 PM     all      0.03      0.00      0.00      0.00      0.00     99.97
10:21:02 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
10:21:03 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
10:21:04 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
10:21:05 PM     all      0.84      0.00      0.16      0.06      0.00     98.94
10:21:06 PM     all      3.12      0.00      0.03      0.00      0.00     96.84
10:21:07 PM     all      3.06      0.00      0.06      0.00      0.00     96.87
10:21:08 PM     all      3.12      0.00      0.03      0.00      0.00     96.84
10:21:09 PM     all      3.13      0.00      0.00      0.00      0.00     96.87
10:21:10 PM     all      3.12      0.00      0.03      0.00      0.00     96.84
10:21:11 PM     all      3.13      0.00      0.00      0.13      0.00     96.75
10:21:12 PM     all      3.12      0.00      0.03      0.00      0.00     96.84
10:21:13 PM     all      3.13      0.00      0.00      0.00      0.00     96.87
10:21:14 PM     all      3.16      0.00      0.00      0.00      0.00     96.84
10:21:15 PM     all      2.31      0.00      0.25      0.03      0.00     97.41
10:21:16 PM     all      0.00      0.00      0.16      0.06      0.00     99.78
10:21:17 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
10:21:18 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
10:21:19 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
10:21:20 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
10:21:21 PM     all      0.00      0.00      0.00      0.12      0.00     99.88
