Linux 3.13.0-161-generic (cp-4.shuffle-measure.wisr-pg0.apt.emulab.net) 	04/28/2020 	_x86_64_	(32 CPU)

01:47:24 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
01:47:25 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
01:47:26 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
01:47:27 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
01:47:28 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
01:47:29 PM     all      0.00      0.00      0.06      0.00      0.00     99.94
01:47:30 PM     all      0.00      0.00      0.00      0.34      0.00     99.66
01:47:31 PM     all      2.75      0.00      0.03      0.00      0.00     97.22
01:47:32 PM     all      0.03      0.00      0.03      0.00      0.00     99.94
01:47:33 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
01:47:34 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
01:47:35 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
01:47:36 PM     all      0.00      0.00      0.00      0.28      0.00     99.72
01:47:37 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
01:47:38 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
01:47:39 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
01:47:40 PM     all      0.00      0.00      0.06      0.00      0.00     99.94
01:47:41 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
01:47:42 PM     all      0.28      0.00      0.06      0.25      0.00     99.41
01:47:43 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
01:47:44 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
01:47:45 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
01:47:46 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
01:47:47 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
01:47:48 PM     all      0.00      0.00      0.03      0.37      0.00     99.59
01:47:49 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
01:47:50 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
