Linux 3.13.0-161-generic (cp-3.shuffle-measure.wisr-pg0.apt.emulab.net) 	04/28/2020 	_x86_64_	(32 CPU)

01:44:08 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
01:44:09 PM     all      0.00      0.00      0.00      0.06      0.00     99.94
01:44:10 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
01:44:11 PM     all      0.00      0.00      0.06      0.00      0.00     99.94
01:44:12 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
01:44:13 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
01:44:14 PM     all      0.00      0.00      0.06      0.00      0.00     99.94
01:44:15 PM     all      0.00      0.00      0.00      0.06      0.00     99.94
01:44:16 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
01:44:17 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
