Linux 3.13.0-161-generic (cp-2.shuffle-measure.wisr-pg0.apt.emulab.net) 	04/28/2020 	_x86_64_	(32 CPU)

01:46:45 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
01:46:46 PM     all      0.00      0.00      0.06      0.00      0.00     99.94
01:46:47 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
01:46:48 PM     all      0.00      0.00      0.03      0.09      0.00     99.88
01:46:49 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
01:46:50 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
01:46:51 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
01:46:52 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
01:46:53 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
01:46:54 PM     all      0.00      0.00      0.00      0.06      0.00     99.94
01:46:55 PM     all      0.03      0.00      0.03      0.00      0.00     99.94
01:46:56 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
01:46:57 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
01:46:58 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
01:46:59 PM     all      0.00      0.00      0.00      0.09      0.00     99.91
