Linux 3.13.0-161-generic (cp-3.shuffle-measure.wisr-pg0.apt.emulab.net) 	04/28/2020 	_x86_64_	(32 CPU)

01:47:25 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
01:47:26 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
01:47:27 PM     all      0.00      0.00      0.12      0.00      0.00     99.88
01:47:28 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
01:47:29 PM     all      0.00      0.00      0.00      0.13      0.00     99.87
01:47:30 PM     all      0.00      0.00      0.06      0.00      0.00     99.94
01:47:31 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
01:47:32 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
01:47:33 PM     all      0.03      0.00      0.00      0.00      0.00     99.97
01:47:34 PM     all      0.00      0.00      0.06      0.00      0.00     99.94
01:47:35 PM     all      0.00      0.00      0.00      0.09      0.00     99.91
01:47:36 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
01:47:37 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
01:47:38 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
01:47:39 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
01:47:40 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
01:47:41 PM     all      0.00      0.00      0.00      0.09      0.00     99.91
01:47:42 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
01:47:43 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
01:47:44 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
01:47:45 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
01:47:46 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
01:47:47 PM     all      0.00      0.00      0.00      0.06      0.00     99.94
01:47:48 PM     all      0.03      0.00      0.03      0.00      0.00     99.94
01:47:49 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
01:47:50 PM     all      0.19      0.00      0.03      0.00      0.00     99.78
01:47:51 PM     all      2.62      0.00      0.00      0.00      0.00     97.38
01:47:52 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
01:47:53 PM     all      0.00      0.00      0.03      0.09      0.00     99.88
01:47:54 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
01:47:55 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
01:47:56 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
01:47:57 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
01:47:58 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
01:47:59 PM     all      0.00      0.00      0.00      0.06      0.00     99.94
01:48:00 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
01:48:01 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
01:48:02 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
01:48:03 PM     all      0.00      0.00      0.06      0.00      0.00     99.94
01:48:04 PM     all      0.00      0.00      0.06      0.00      0.00     99.94
01:48:05 PM     all      0.03      0.00      0.00      0.06      0.00     99.91
01:48:06 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
01:48:07 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
01:48:08 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
01:48:09 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
01:48:10 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
01:48:11 PM     all      0.03      0.00      0.03      0.09      0.00     99.84
01:48:12 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
01:48:13 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
01:48:14 PM     all      0.22      0.00      0.13      0.00      0.00     99.66
01:48:15 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
01:48:16 PM     all      0.00      0.00      0.06      0.00      0.00     99.94
01:48:17 PM     all      0.00      0.00      0.00      0.09      0.00     99.91
01:48:18 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
01:48:19 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
01:48:20 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
