Linux 3.13.0-161-generic (cp-2.shuffle-measure.wisr-pg0.apt.emulab.net) 	04/29/2020 	_x86_64_	(32 CPU)

03:21:41 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
03:21:42 PM     all      3.12      0.00      0.03      0.00      0.00     96.84
03:21:43 PM     all      3.13      0.00      0.00      0.00      0.00     96.87
03:21:44 PM     all      3.12      0.00      0.00      0.00      0.00     96.88
03:21:45 PM     all      3.13      0.00      0.03      0.09      0.00     96.75
03:21:46 PM     all      3.13      0.00      0.00      0.00      0.00     96.87
03:21:47 PM     all      3.13      0.00      0.00      0.00      0.00     96.87
03:21:48 PM     all      3.12      0.00      0.06      0.00      0.00     96.81
03:21:49 PM     all      3.13      0.00      0.00      0.00      0.00     96.87
03:21:50 PM     all      3.13      0.00      0.00      0.00      0.00     96.87
03:21:51 PM     all      1.59      0.00      0.03      0.12      0.00     98.25
03:21:52 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:21:53 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
03:21:54 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:21:55 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
03:21:56 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
03:21:57 PM     all      0.00      0.00      0.03      0.09      0.00     99.88
03:21:58 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:21:59 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
03:22:00 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
03:22:01 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:22:02 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
03:22:03 PM     all      0.00      0.00      0.00      0.06      0.00     99.94
03:22:04 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
03:22:05 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:22:06 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
03:22:07 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:22:08 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:22:09 PM     all      0.00      0.00      0.00      0.09      0.00     99.91
03:22:10 PM     all      0.00      0.00      0.06      0.00      0.00     99.94
03:22:11 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:22:12 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
03:22:13 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:22:14 PM     all      1.72      0.00      0.47      0.00      0.00     97.81
03:22:15 PM     all      1.47      0.00      0.13      0.19      0.00     98.22
03:22:16 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
03:22:17 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:22:18 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
03:22:19 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
03:22:20 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:22:21 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
03:22:22 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
03:22:23 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:22:24 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
03:22:25 PM     all      0.00      0.00      0.00      0.12      0.00     99.88
03:22:26 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:22:27 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
03:22:28 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
03:22:29 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
03:22:30 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
03:22:31 PM     all      0.03      0.00      0.00      0.09      0.00     99.88
03:22:32 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
03:22:33 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:22:34 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
03:22:35 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:22:36 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
03:22:37 PM     all      0.00      0.00      0.03      0.09      0.00     99.88
03:22:38 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
03:22:39 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:22:40 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
03:22:41 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:22:42 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:22:43 PM     all      0.00      0.00      0.03      0.09      0.00     99.87
03:22:44 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
03:22:45 PM     all      0.00      0.00      0.06      0.00      0.00     99.94
